pattern_id,site_id,category,description,signal_fingerprint,time_fingerprint,recurrence_rule,auto_suppress,confidence,times_matched,times_confirmed_false,times_was_real_leak,created_at,created_by,last_matched_at,last_updated_at,is_active,notes,season_tags,baseline_term_usage_kL,baseline_holiday_usage_kL,mnf_tolerance_factor
7B7F31DC3F15,Property 11127,false_alarm,False Alarm,"{""signals_active"": [""MNF"", ""RESIDUAL"", ""CUSUM"", ""AFTERHRS"", ""BURSTBF""], ""signal_scores"": {""MNF"": 0.8, ""RESIDUAL"": 1.0, ""CUSUM"": 1.0, ""AFTERHRS"": 1.0, ""BURSTBF"": 1.0}, ""mnf_range"": null, ""mnf_value_Lph"": null, ""avg_flow_rate_Lph"": null, ""peak_flow_rate_Lph"": null, ""volume_range"": [10.32, 30.96], ""volume_kL"": 20.64, ""duration_range"": [90.0, 102.0], ""duration_hours"": 96.0}","{""days_of_week"": [0], ""time_window_start"": null, ""time_window_end"": null, ""typical_duration_hours"": null}","{""is_recurring"": false, ""type"": null, ""days_of_week"": [0]}",False,0.6,0,1,0,2026-01-30T09:56:43.677334,dashboard_user,,2026-01-30T09:56:43.677334,True,,[],,,
